I,Q
0.543347313249199,0.582711895155543
0.887007632129717,2.03747786773154
1.17313774947718,3.2934390084181
1.33451548020192,4.22300614820677
1.3602885409185599,4.43490403741991
1.09623237795475,3.6522359787214995
0.833636444935595,1.921209560981
0.743171122938297,-0.443245018534372
0.7600948219306849,-2.9267594132829498
0.408130641252005,-5.086385660115081
-0.052585498710483,-6.12056475923893
-0.173834118157069,-6.0198891507239
0.182652482319591,-4.66184292904101
0.424669559661527,-2.30132022315991
0.24948468186668502,0.490801344886636
-0.027127857629292,2.8729310706784
-0.11385401596341399,4.61675256501921
-0.26177254625891,5.065367691780221
-0.742698546525504,4.19877811203728
-1.13886051566355,2.21765168296125
-1.35169389837119,-0.234030420484872
-1.1946155020231999,-2.40916359793803
-0.971873991276679,-3.89249102738431
-0.405748717116717,-4.24821556842178
0.721577606148477,-3.17981947313289
1.95401750433118,-1.04855547540582
3.17047127273767,1.41066306481445
4.56449977118849,3.4838016318257896
5.87302487665442,4.49036412783135
6.275399385103871,4.489199488352059
5.7580979003713395,3.82887864586938
4.38425148524461,2.42424480943331
2.63877070960835,0.314855204794114
0.911180232660316,-2.07698971710135
-1.00187916878639,-3.98568509115605
-2.8008114364648202,-4.63879001226414
-3.68296174503486,-3.97169464486209
-3.68584292544653,-2.43249237555098
-3.09466963489899,-0.35006302635271497
-2.13353928752543,2.02948854039814
-1.0006014920428,4.1769124572575
0.197945275426338,5.50407897874143
0.8452847129929499,5.90782536542624
0.6544127304052321,5.474373458694401
-0.24474735830161898,4.54159212785629
-1.28997905631673,3.17289271186375
-2.04791108871904,1.72236998872214
-2.28772497767279,0.438239209859421
-1.7695127688769798,-0.43421402877696197
-0.46050275123088097,-1.1160984405891
1.17353472503357,-1.52347792820714
3.01947757662741,-1.91921791544308
4.49859948222667,-2.38629704720415
5.23050178457178,-2.5659598581428
5.16184026383974,-2.46442600906082
4.20063624715904,-1.8584593757120298
2.48757526344157,-1.09087157723886
0.24192613338063,-0.591774041838378
-1.93758230337966,-0.40282575948854005
-3.69861353960537,-0.50069953678238
-4.70326095364872,-0.7933865171924991
-4.94972224886154,-1.7315767187459699
-4.69207811409666,-3.03294146487284
-4.09097192532748,-4.45730082695417
-3.66563125679708,-5.58712825984363
-3.40827508077536,-6.0639997183243
-3.40478829644695,-5.95195986662874
-3.5897301444178598,-5.23031359514699
-3.86452413277204,-4.04239687367669
-4.0969257824689,-2.66438900882423
-4.17279827866466,-1.51675820842587
-3.85285588323306,-0.8650133519020491
-3.23351061276619,-0.794048330889245
-2.38978961672837,-1.24607618320831
-1.52084875849241,-2.0173655333061498
-0.912235221681973,-2.85557856515978
-0.655671274510087,-3.44262535635733
-0.682873534722268,-3.3628588367001
-0.9516219952917699,-2.7290729663374904
-1.2117334978345902,-1.54061722263316
-1.4674887916691102,-0.106679315647846
-1.3967811284636,1.37268165303406
-1.1827926741332,2.52021109136515
-0.6982722536590611,3.18353790859837
-0.415900017338165,3.21037610877625
-0.35997923790882597,2.7262413373205403
-0.628271977537604,1.9493607973792202
-1.13689233011598,0.966504459941919
-1.9059053379886302,0.011016293106353001
-2.82215467035223,-0.733154353563646
-3.5403925758277497,-1.2327940658313399
-3.9809328045588996,-1.3929361538626601
-3.98931698839346,-1.58381298306283
-3.6396297133492,-1.68772658297318
-3.12355783500214,-1.69175146287185
-2.6359226183942703,-1.45013985206139
-2.37101261322543,-0.949786733425172
-2.37667809225384,-0.041378313768338996
-2.58809707531999,1.07872105017973
-2.93020515212137,2.380135711828
-3.02396700551808,3.8225470508995003
-2.75243183097091,5.06704144827011
-2.23338160506768,5.79854902980741
-1.46542719560788,6.01423831998034
-0.655061618498422,5.6959512726607
0.16290153091271398,5.0539563185683996
1.05187025400824,4.3460962004232
1.9303269507704,3.74752691345442
2.56287431105166,3.40313250056882
2.98184976560881,3.50668182127328
3.22379657584062,3.9394765539872703
3.19004075425034,4.67446627437003
2.9789599860330402,5.4484917043761705
2.52332794146271,6.11300674022201
1.4750332941740198,6.30943449645099
0.097718819600838,6.06914185926367
-1.47546880151467,5.21597823847833
-3.01051395222132,3.68553420168237
-4.07957939975712,1.8278948792485399
-4.5114930947057,0.09897782612428
-4.11639708303277,-1.24630058566293
-2.81493684174038,-2.15654666708226
-0.768275508453687,-2.14875280432086
1.39545361430372,-1.3055023320801702
3.5521816440632596,-0.118854100362452
5.21075479804206,1.04724129099508
6.11253452195777,1.9843534746296199
6.0775106702102,2.85407840461338
5.13416044806097,3.5076598012549
3.43504594888919,3.80166897439095
1.5993625940020002,3.4069022801617397
0.133342888899925,2.42312950099343
-0.5092580117047439,1.31233923008361
-0.31845697057351996,0.213376053928582
0.43433793272169097,-0.6976743249473829
1.3757583092957901,-1.22312368705615
2.20912719325632,-1.6641279107239302
2.34024149092359,-2.08599075231498
1.68378586509245,-2.48313085358278
0.100638494464689,-3.12767979631341
-2.30854672356493,-3.8585780713969697
-4.97701701583995,-4.12027596830583
-7.22732949307928,-3.7107624605584197
-8.40550382501823,-3.01212477822077
-8.32930823251562,-2.59857583761422
-7.17078541055696,-2.52409051813081
-5.03965325775115,-2.3116025404561698
-2.23395585210035,-1.57517776255405
0.341403781680839,-0.294559591002988
2.37019899554582,0.707477153291252
3.74251861763099,1.08613888923316
4.02752835146149,0.8510575913686649
3.31860889759362,0.353987215845186
2.00171163647528,-0.37618022833520803
0.459287056264927,-1.19794137890303
-0.832380233167644,-1.74318808449929
-1.7752875928062801,-1.8837247431596
-1.94111106344073,-1.64997581696428
-1.4669185178825201,-1.06648545408701
-0.496427250924222,-0.269057707168612
0.676456236506144,0.41193501277900396
1.7056220111932998,0.9280041237853289
2.3736791865357203,1.13099787052632
2.45027370495515,1.17378911202739
1.90689020503268,1.10823387107738
0.7978747524762799,0.986862163070621
-0.502289642352909,0.8882596561187971
-1.76424809975297,0.925857267457961
-2.75524869392206,0.9356867052996359
-3.2445120813280997,0.831669918361408
-3.1231762382308497,0.417968832519668
-2.4423202556922,-0.25402797047387
-1.3645022470216799,-0.9906705027698499
-0.223496062165619,-1.71049957857517
0.879919056693315,-2.18549620967566
1.7670098214282401,-2.35820552690624
2.3412869259685403,-2.06595993328719
2.54808228167231,-1.3294576309069601
2.5797799385449998,-0.366110579310382
2.4227579516227,0.615370251767591
2.21128194339564,1.40341399487862
1.8832391563585902,1.87200261640244
1.4685577939154102,2.0281660330704
0.9407120127745799,1.8694866921686901
0.313476214853031,1.7047928615768901
-0.483202531474356,1.61872294494548
-1.2614936552672202,1.7703696935332
-1.87817008043216,2.31732673040472
-2.13050106863879,3.1090582648763796
-1.94344508943744,3.73621805120382
-1.39156613471147,3.95510952784754
-0.5645258894282891,3.6813441640184204
0.496720202397983,2.85595526217091
1.62595643390465,1.4911272702647498
2.54979392785587,-0.12161681220805101
3.13414814659511,-2.03045625107456
3.14641202177161,-3.8931756067927297
2.67325749706113,-5.27868345942315
2.24042666426776,-6.0658915305985595
1.91976699475497,-6.37087655271646
1.8570884005133201,-6.402061872286629
2.1045982431587102,-6.18798072092599
2.5345244726302902,-5.80633541884021
2.8417356579979405,-5.21640737398956
3.01441504596156,-4.39228399429397
2.6719628272897,-3.2975526605087504
1.7713256858511701,-1.89837604342427
0.514150849032857,-0.45890117482785403
-0.807692281355777,0.967413662681917
-1.7115993151073,2.26210557749329
-2.03952298720772,3.3293905002798603
-1.54396980160669,3.76453448168529
-0.58267298262554,3.6411313841620903
0.495692549125093,2.99435341704854
1.50790628273908,2.06955085260855
1.9860258660129702,1.0364527730022601
1.63383947486422,0.224388351835107
0.404642018235521,-0.374492427541553
-1.33167168036241,-0.597863646306832
-3.32041372881339,-0.529643413714472
-4.99594440509705,0.150190292558768
-5.693737947021909,0.942472015061419
-5.44551042477786,1.2990534194358299
-4.34201552975414,1.1443966181587402
-2.73687584451161,0.848135132297419
-0.87553270582702,0.788508314610794
0.451871165897117,0.8096033033283729
1.0666651631103299,0.903371856877918
0.844319424693287,1.09301457713102
-0.033502500002445,1.35442864099361
-1.21353194460895,1.5694325234909101
-2.30424350148256,1.89257510421334
-2.7432883896102798,2.1560856674624
-2.38962842796783,2.29487312864478
-1.26651205573595,2.17572205869317
0.288214156305088,2.1376966313556
1.90631376894979,2.0266958780155
3.31839751240315,1.6440405944409
3.98448374468345,1.11764906978904
3.6568149535594503,0.51766045360237
2.73832382162893,-0.23021229240970598
1.52755243431943,-1.08372942223036
0.395141708549451,-1.93194844752104
-0.509137892829601,-2.6443839897655903
-0.883040759929197,-2.82114532207969
-0.660103053207268,-2.40405191853435
-0.08750237545852199,-1.3166152109011
0.494228653099683,0.201871509822934
0.8592086531944281,1.8300217273431298
1.0159511236376901,3.31966944069979
0.930502689568573,4.26086553943845
0.437356403188143,4.57971594099829
-0.16241416060702502,4.20384895513652
-0.733961132799319,3.4085553686244503
-0.953834003253756,2.37878407584458
-0.651035662004268,1.4850650937563001
-0.12340803974504,1.15077178307128
0.421586632195538,1.17057494652243
0.8786418903683391,1.5342772183038
1.000499200741,1.79420202413699
0.8447950137660749,1.6923570994037602
0.312411053269256,0.907775452283466
-0.2407388212621,-0.47504308372572
-0.8385575344727549,-2.35368486163452
-1.52357539387702,-4.39789728696814
-2.16360689159064,-5.85170004822025
-2.28487009460229,-6.51751146429816
-1.70398998990526,-6.531974416286889
-0.548512729191284,-5.71261818070119
0.776556162977788,-4.25135194824762
1.9032646309824899,-2.43848107593085
2.7808735238871303,-1.06707622443218
3.54574446252194,-0.454684984889976
4.10557353352835,-0.760287398445936
4.56468018039,-1.64482827397781
4.85947143567054,-2.8673656514710997
4.90307471966272,-3.91790834577199
4.80933064174891,-4.25433135285903
4.80909891369235,-3.8368223865628397
4.6392944638379205,-2.6085629255388
4.18873722892483,-1.18673613957551
3.50823105468467,0.136219321192726
2.63379138590469,0.7365990532335389
1.68448563417439,0.571659379104258
0.955640268502661,-0.329563604790861
0.366232319133725,-1.46623852801422
-0.061671821965708,-2.57083231525433
-0.238390453988018,-3.25785869916983
-0.07679673083623201,-3.1328891576405797
0.409920618708606,-2.15035485385601
1.00850760053687,-0.665712974573499
1.82387239528062,0.88669987302281
2.71495325670315,1.95607262660384
3.6141038382696697,2.2857510335207802
4.19354454264006,1.94852661588441
4.27773629543487,1.12551617148233
3.99968562955842,0.11394813018066399
3.39535125506855,-0.848953918831286
2.51896024876131,-1.31369180668913
1.49916723105362,-1.26567481122623
0.691345828983569,-0.8532068465375751
0.039705762411777,-0.273503722572726
-0.265907984264569,0.152094156129214
-0.151149761606651,0.168236193754555
0.18325864893225402,-0.394546532975538
0.606143056912241,-1.09372348757991
0.958197452367628,-1.99211477862533
0.9833958930030209,-2.5339916599072
0.710023848948838,-2.40806143955065
0.22902920251426098,-1.4913098389353399
-0.428616222947421,-0.106346451235491
-0.823462181343966,1.6996903580158702
-0.7956210063819109,3.4005598640818704
-0.104549562208059,4.5372318378804
0.953196255611007,4.7737185252996
2.0710234246267802,4.30596344126383
3.2754625268039,3.35408309798894
4.2779189479692095,2.11649419562878
4.81679587481757,1.18172358827962
4.7865949110332,0.678326683960532
4.16085558469008,0.814113070415224
2.8865352691177697,1.2195435758715099
1.3699581484199599,1.4847506019190702
-0.226098617525213,1.3704645182516102
-1.7225696829092099,0.8047668377257949
-2.9222526729568497,-0.20907502568686098
-3.79910457091176,-1.2623923414415001
-4.2520184913132395,-2.3104710813549003
-4.35834047905463,-2.93896274650622
-3.8977447844289697,-2.9902006115582602
-2.93079369392494,-2.54240962072451
-1.6662422490569102,-1.51487580904493
-0.42942280844695097,-0.115300127185812
0.810105604013126,1.08978585183684
1.91960907839898,1.88956595249435
2.83372183430935,2.01351572061719
3.24353442012796,1.55897916854628
3.13878048649723,0.902824501542008
2.44316178499354,0.225807974934593
1.44248499623321,-0.04830050777629499
0.22563301519332302,0.062252185643452
-0.9093817103916759,0.615920242564754
-1.88606302529819,1.3725833876748301
-2.43913782842129,2.24184051657741
-2.47588630685115,2.8423561224981397
-2.19604838361198,2.9642039284034
-1.75444407527922,2.51959506319979
-1.10413282536732,1.86327730103508
-0.504092010829086,1.00283263805897
0.038905243347824,0.25208717699759303
0.41479009397807,-0.378441515469553
0.679539668456572,-0.838750646308414
0.8452488029102879,-1.19826923545713
0.945584045486782,-1.54294770838572
1.0877931463776,-2.00763703501002
1.09787803966301,-2.5148276333797197
0.910555288257177,-2.8832339891744203
0.518943123488924,-3.0300550978061205
0.113029470874035,-2.7637646461193297
-0.423852432912053,-2.02121912296208
-0.9008344714916281,-0.951396713827215
-0.995173805890926,0.330371855960794
-0.608820167679618,1.4154009037138398
0.284074941680741,2.23293489562277
1.8443052309838102,2.3805533524178597
3.70783375033924,1.80661152264951
5.40000330213529,0.607469324422651
6.49741075822422,-0.774803758890839
6.78400722265279,-1.57903982489934
6.4226820736883,-1.4723002086822201
5.3234794272723995,-0.345111865498881
3.5424758920500397,1.24741195620112
1.24438189708302,2.5309443833192304
-0.7954297077548931,3.2812329055290403
-2.30022016283803,3.33035032522677
-3.2268869306931,2.44871261287966
-3.42777172640619,0.568074700314095
-2.7625359067347697,-1.57855293217001
-1.76695247970489,-3.48316867427283
-0.7505524360007699,-4.5949253086539
0.247947773750342,-4.59411930585107
1.17100791813079,-3.18528803642856
1.50939834737159,-0.6641621052905771
1.1714249590954902,2.07080111161138
0.8394980351762991,4.57055087012916
0.6675570297054411,6.19752059540563
0.254925161033306,6.5656022119706
-0.53453888718137,5.6457462729521
-1.3603462716321801,3.5701887969046195
-1.59986276853631,0.877494013917713
-1.35745633569168,-1.48205614611327
-1.02231029483757,-3.18038033400992
-0.615365253733976,-3.7862227017017003
0.061295652790364,-3.22169012137484
0.8068152314994791,-1.64239256227446
1.3581827780923201,0.332111542392758
1.95891234616903,2.1904674726207602
2.5807381522246797,3.6214614242941403
3.1008536632287296,4.211939642080059
3.0768473648525303,4.146425725178
2.49650350129862,3.5522937471715
1.55624312572302,2.52815018543107
0.46220394404726095,1.36867438128378
-0.749895867043317,0.356011038943658
-1.88864449196017,-0.46324860129113404
-3.04062505715063,-0.702867241660198
-3.76951436516402,-0.601521747891162
-4.10933266055884,-0.43707573962312096
-3.99860241291322,-0.228337088759048
-3.4228865547513996,-0.211092845879112
-2.6571256141857704,-0.428925850950255
-1.87821619287508,-0.720639716350142
-1.33611969406625,-1.13411026181905
-1.11196169861365,-1.66686303101116
-1.1994460249282999,-2.20008924808025
-1.65950723226862,-2.6159764340532696
-2.32216584539741,-2.7347725067206503
-2.83151072551209,-2.5096746366855
-2.8519987242893103,-2.0054636078760097
-2.3271220736467297,-1.18715505311655
-1.2703226547934,-0.079702947854172
0.028210381304386998,1.0440181558070298
1.5230923408167099,2.14964846743406
2.8571742272928704,2.8470056503917203
3.69082788298034,3.0545491539619802
3.5170475452836403,2.99388236877008
2.42487498671719,2.7075426901884603
0.5861713829053871,1.9920038421584298
-1.38280295846715,1.1666822698463
-3.0530743551465997,0.41858316408595103
-4.3002424717089,-0.007098289601459
-4.69981333286647,-0.34813364311962697
-4.13225936199559,-0.750026252745218
-2.77623070435927,-1.18701138054589
-0.9701450995817711,-1.4275361797716801
0.774160160774078,-1.5742764457595302
2.1345270275309,-1.86836151300503
2.9312205045124,-2.2146320589179798
3.16117683846253,-2.43401714443484
2.95085776310869,-2.3922971579302903
2.58814604746446,-2.24113472228214
2.19259206725585,-1.8405410269043199
2.2278317569596,-1.53839100076148
2.46055042109642,-1.1901099607925
2.8077750109432795,-1.0543092929002
3.0663572909005,-1.00695358476608
3.0881803359959896,-1.02489532867819
2.55454976317452,-0.892301740582488
1.58160698633118,-0.622278427626639
0.261369191046065,-0.101594933309059
-1.0335472573955902,0.61888116958366
-2.08365153960349,1.44039467294867
-2.39368056391245,2.11842688541789
-1.99944373340886,2.32454957002256
-0.94238732867163,1.9104102041275302
0.461341735359554,0.883230905194887
1.99523233424841,-0.54826809414449
3.1221808529379604,-2.4020263527827197
3.4612154062222302,-4.24145841798849
3.0305640253794204,-5.372114743422039
2.30534484088099,-5.609556624735051
1.5511892891562602,-4.86477747192028
0.910591303444396,-3.48846142714708
0.310096109863407,-1.85308943410766
-0.11265640403881601,-0.295337916502138
-0.116418120372492,0.8552106148932991
0.236105821969953,1.5160632822503302
0.796044841059612,1.65125673652615
1.45868455716026,1.3953253436673898
2.1260209313950202,1.06999522587334
2.6760290681447203,0.917991301076163
3.1149601051043203,1.11672285318166
3.4367156916028603,1.6166791405662302
3.69721172463326,2.35555017831091
3.8459114011812403,2.89298530058339
3.5341682344972702,3.13849049082004
2.7600724022196097,2.88084085696586
1.48450626139661,1.9623171905523602
-0.118139546894424,0.306635742572367
-1.90483579818293,-1.54336890773069
-4.03868971778396,-2.999940769303
-5.987245378735439,-3.6045086353526
-7.03718248964123,-3.3790858360541396
-7.19769799714265,-2.95311109722781
-6.59388745860627,-2.53526075418941
-5.3294038496922,-2.06804179479021
-3.68491167991863,-1.62049505373969
-2.0309932389004,-1.1013380483429
-0.639978277754233,-0.683005418162811
0.48397475557137404,-0.6299393365163759
1.46668770723697,-0.826823964051385
2.34517332942329,-0.995303065347274
3.02129697672417,-1.13596279603335
3.72762899881311,-1.06546649250683
4.44433127525383,-0.792570081789289
4.99118537982363,-0.35588723312516396
5.31111393778465,0.068978070150328
5.14698087552948,0.560651532469493
4.50522139357948,0.973850432883151
3.39672683526773,1.24395543650358
2.0502187539788,1.41485874269563
0.832432543336274,1.32802239684528
0.042699087963626,1.20267698139763
-0.347285419799952,1.1121160855633199
-0.159064409724429,1.07244598554023
0.374807483583895,0.835401324054345
0.968068035033907,0.45498322733059304
1.4279862915505002,0.002837193523453
1.66587862266119,-0.547482684961195
1.5907744910003898,-1.0190028797930601
1.31445573916265,-1.2687588548056699
1.15835750117918,-1.1487690342722199
1.30098857140148,-0.627300121019304
1.93774970663305,0.232062619279373
3.0992635515509197,1.29932216435123
4.85477655279066,1.970328699003
6.4749911247402805,2.0386376477132
7.5972587591486,1.57884171586422
7.886425532621651,0.9801929449021569
7.30977296022051,0.395458044490824
6.030807032146511,-0.11212935796333101
4.32646077419787,-0.695545270584407
2.5242082599607403,-1.27857063484729
0.969785934211221,-1.9824787217271
0.07144819213805301,-2.41750308351653
-0.13878959528256501,-2.63188347673382
0.3433530838355,-2.63443902483461
1.2747050322715001,-2.78196557826885
2.17867851443313,-3.00460729677962
2.8910912321570796,-3.3613675808537202
3.17755803563752,-3.5278694047531403
3.06486638133386,-3.4851683409977
2.6634538270173005,-2.8771037930202397
2.18085436098766,-1.9151449582439999
1.5597237751345698,-0.621664017231775
1.09109229012239,0.7940777892209521
0.9258779142670499,2.16840854492601
1.08286656726626,3.35524806534891
1.6234382981654,4.01705090556298
2.2181360811051603,4.14807995709562
2.8040756698586202,3.9583904497719304
3.27768318804801,3.40850365985089
3.61189631795786,2.7341033412105697
3.7947986932628304,2.15099062106383
3.5550658002080198,1.72872731276672
3.09210609601982,1.4396668597389501
2.07760105206706,1.0860874632362498
0.7232527077367861,0.5400822931289541
-0.858146001933377,-0.398696215508048
-2.3138928173315803,-1.55746496131902
-3.70379689301581,-2.87885030116172
-4.47519056326093,-3.94462417037319
-4.42590983304593,-4.97299005899275
-3.37410775539807,-5.84788903701054
-1.6081814936338,-6.39880315933027
0.588899096521144,-6.33250573019421
2.49584463950987,-5.67256585463109
3.8374895959224595,-4.43538166907468
4.1692511949675,-2.87943869566244
3.38727482210592,-1.3205761141999202
1.71790877690676,-0.191190114968475
-0.17457714937707003,0.237997809272038
-1.78042675824158,0.26253983336493303
-2.6224220964745797,-0.111625663938361
-2.40207098536023,-0.619452738659642
-1.28288842689358,-1.08054719747381
0.35700137195747206,-1.34804070692973
1.97807047742349,-1.50248206057247
3.0544539408136,-1.4588703692830098
3.22021268998689,-1.21384489358585
2.46620730909313,-0.7264892128280841
1.02991479299199,-0.188409560990446
-0.605905186431164,0.19685226313652202
-1.96773309886631,0.61137999402826
-2.49630938019466,0.925668885769695
-2.08355367330942,1.13703899716582
-0.7065036842207479,1.19691494117753
1.06242676898253,1.20759806041609
2.91262788841103,0.92594502436668
4.4072286778194,0.258406297177648
5.06188872841645,-0.559811568049987
4.93425189430002,-1.40002082570263
4.31140437871848,-2.09805561334563
3.48052824392291,-2.60403520505084
2.8048829333105902,-3.00946767347199
2.44695980749148,-3.10716739381228
2.52140494122051,-2.79133337268421
2.8100095315818403,-2.11463118285693
2.96533276489809,-1.16239432005051
2.6936357008650704,-0.019001665319875002
1.9801254408136402,1.0395677950056401
0.720030708267949,1.82209333957278
-0.774984233941117,2.18954768710925
-2.12410662606582,2.06180195244471
-2.94648258547288,1.48700832890327
-3.04196342988245,0.358352215944229
-2.32550093409945,-1.06142028338851
-0.921975533093073,-2.28185976951353
0.540627354121516,-3.4536573670398
1.7297872994586,-4.24610741084571
2.39615785719863,-4.49123906880895
2.47311772152978,-4.04050095007951
1.89804643292553,-3.0463210605941
0.75837662757559,-1.74465387186837
-0.7961105953438761,-0.573954626352794
-2.16579764104854,0.303281246611851
-3.1095128654875897,0.7856517470112551
-3.36683078730013,0.9124926741077479
-2.99449610171304,0.38769389156413303
-2.26742381218613,-0.498451085577776
-1.16323032699888,-1.3902714344770102
-0.096095454217626,-2.13557230477567
0.862882396120533,-2.53534216588998
1.55351321152461,-2.5464410301587797
1.9200494140628,-2.07359972103544
1.99952772799471,-1.25929950548883
1.83792821302694,-0.358079367054546
1.41780061252692,0.32756368366093697
0.805084603203962,0.624186559989654
0.125662079851806,0.55033296176897
-0.622386321575674,-0.024356489904088
-1.2603318411266002,-0.836066927355634
-1.53791057960759,-1.5768518850328999
-1.53554430797877,-2.1245211266776103
-1.18837858989409,-2.37762424054237
-0.587001353092368,-2.1773055234866803
0.189841960599343,-1.61672305903733
0.653066815271459,-1.11869352570849
0.843973509014906,-0.7506470226001171
0.613693709696686,-0.8924070434723059
-0.028679810511527997,-1.65355450499584
-0.8819043802426909,-3.0540688710906
-1.9059641191431,-4.67178688748748
-2.91936100943585,-6.17097859016611
-3.31006654341612,-7.23202916297504
-2.94225491869146,-7.92969116891618
-1.72044162772825,-8.145968128755609
0.075472069853384,-7.7998684759697
1.9760242930663998,-6.728090983425849
3.5333796153884798,-5.16594116511076
4.31241321776173,-3.326198973271
4.30573699682286,-1.8605595943376099
3.6230522495841,-0.795333242175207
2.42489340033044,-0.485633797549308
1.20739465830907,-0.735888822373027
0.068030642942707,-1.27607827758065
-0.896671033137882,-1.65594457375084
-1.71072575978146,-1.65464945802862
-2.36719046521439,-1.08538519645238
-2.92486737760626,-0.074788602743871
-3.4311585697296296,1.2701112286816802
-3.63915148289618,2.68233538775077
-3.4598143796737,3.69655717839291
-2.9982688331151803,4.228608731403559
-2.14763981495764,4.02185364982513
-1.2273725299002,3.09831585004341
-0.189998980532959,2.03540723005205
0.596890615469821,0.842360530631399
0.9199959921270751,-0.26657290140157197
0.336820312027003,-1.2477266887229501
-0.947606249047559,-1.9636025245841602
-2.7077736845001796,-2.3826073779582897
-4.64988119313857,-2.46220427346139
-5.93078967218297,-2.17578581203002
-6.262085857062591,-1.93272678052104
-5.62772322265614,-1.98204930686929
-3.92795231906729,-1.89180334899237
-1.8913135944311699,-1.4626229032767801
-0.148891884247533,-0.453614771495055
0.9593601838834891,0.707245716943061
1.09720850108141,1.7098638797934202
0.38690661559624595,2.34589984967041
-1.00256663569115,2.29427761334905
-2.41759284963943,1.55121895802496
-3.40021710630197,0.237078953232484
-3.4904863011344203,-1.28634825161865
-2.41746740027443,-2.86158541091445
-0.474901386624417,-3.82094617598006
1.87339723123862,-3.84869248704714
4.09345202125189,-2.90885124266398
5.70218317859418,-1.1981405481981
6.33745732985617,1.2229350520666
5.97661379049854,3.6945198953532197
4.56117849348011,5.7846975464072505
2.4822674626042702,7.14791004413836
0.06588519192720399,7.45377546557799
-2.23473301191701,6.597624452333591
-4.01834577079554,4.79582553300789
-4.92917921645934,2.6382845317874697
-4.777923958399549,0.6696292319505449
-3.93238136994086,-0.5105866130104321
-2.6351779011067498,-0.642320472533219
-1.09378700034999,0.298901815231871
0.310300458103623,1.82696834761336
1.72085778188253,3.37244811098564
3.16013688083728,4.31036817877232
4.35928221422384,4.42961415400622
5.137690143096179,3.82362175303137
5.33379448920264,2.7490500206818003
5.12088006457057,1.5036886446147
4.5141846940458805,0.266141961949312
3.78925491685576,-0.893588685734053
